username,sale_date,country,product,quantity,unit_price,total_amount
user_2682,2025-04-01,Brazil,Hardcore Spicy Tenders,864,193.63,167296.32
user_1918,2026-06-14,Japan,Hardcore Spicy Tenders,881,112.84,99412.04
user_2293,2025-10-12,India,Grilled Tenders,322,85.31,27469.82
user_3451,2024-04-02,India,Hardcore Spicy Tenders,845,134.19,113390.55
user_4368,2026-12-03,Japan,Too Much Grilled Tenders,891,195.28,173994.48
user_4651,2024-06-30,France,Chicken Nuggets,980,126.08,123558.4
user_3835,2024-09-08,India,Too Much Grilled Tenders,15,83.41,1251.15
user_3129,2025-08-05,France,Chicken Nuggets,577,1.82,1050.14
user_1604,2024-01-21,India,Too Much Grilled Tenders,242,190.32,46057.44
user_775,2026-04-17,China,Too Much Grilled Tenders,760,58.4,44384.0
user_3421,2025-03-22,India,Hardcore Spicy Tenders,705,52.59,37075.95
user_215,2026-12-03,China,Soft Chicken Nuggets,978,53.67,52489.26
user_2063,2026-05-09,USA,Hardcore Spicy Tenders,844,191.99,162039.56
user_2104,2026-01-09,India,Spicy Strips,824,130.68,107680.32
user_3898,2026-01-16,Canada,Chicken Nuggets,733,170.64,125079.12
user_1186,2025-03-10,Canada,Soft Chicken Nuggets,73,18.26,1332.98
user_1971,2026-10-02,India,Spicy Strips,883,181.7,160441.1
user_4867,2025-01-02,Brazil,Soft Chicken Nuggets,320,120.4,38528.0
user_3101,2024-09-26,France,Too Much Grilled Tenders,556,31.95,17764.2
user_4296,2025-09-24,Brazil,Too Much Grilled Tenders,863,173.75,149946.25
user_3859,2026-01-17,Germany,Grilled Tenders,838,58.5,49023.0
user_3360,2025-09-12,UK,Spicy Strips,433,105.0,45465.0
user_4450,2025-04-30,UK,Spicy Strips,892,104.65,93347.8
user_38,2024-08-12,China,Too Much Grilled Tenders,492,164.19,80781.48
user_3345,2026-07-15,France,Fried Wings,465,61.33,28518.45
user_4294,2024-12-06,France,Chicken Nuggets,691,54.87,37915.17
user_32,2026-03-03,Canada,Chicken Nuggets,265,157.39,41708.35
user_1729,2025-05-26,USA,Grilled Tenders,564,115.51,65147.64
user_2323,2025-03-12,Japan,Too Much Grilled Tenders,763,33.14,25285.82
user_279,2025-12-17,India,Chicken Nuggets,832,87.88,73116.16
user_2499,2024-02-27,Brazil,Spicy Strips,101,133.3,13463.3
user_1366,2026-10-20,India,Chicken Nuggets,782,192.75,150730.5
user_4456,2026-04-07,Brazil,Soft Chicken Nuggets,377,199.1,75060.7
user_3324,2025-11-11,USA,Too Much Grilled Tenders,689,163.38,112568.82
user_4158,2026-01-28,France,Spicy Strips,239,24.32,5812.48
user_3342,2026-08-30,Canada,Chicken Nuggets,181,52.48,9498.88
user_3154,2025-04-09,UK,Too Much Grilled Tenders,902,189.01,170487.02
user_4004,2026-09-28,Canada,Hardcore Spicy Tenders,194,180.93,35100.42
user_3141,2024-09-15,UK,Soft Chicken Nuggets,213,74.66,15902.58
user_3545,2025-08-16,Canada,Fried Wings,43,48.97,2105.71
user_3711,2024-06-23,USA,Soft Chicken Nuggets,976,145.69,142193.44
user_2305,2025-11-05,Germany,Spicy Strips,122,101.11,12335.42
user_166,2025-10-31,China,Fried Wings,568,123.1,69920.8
user_630,2026-10-15,France,Grilled Tenders,14,65.58,918.12
user_2678,2026-05-31,UK,Fried Wings,411,121.2,49813.2
user_3479,2026-10-11,Japan,Grilled Tenders,594,113.84,67620.96
user_4743,2026-10-28,Germany,Soft Chicken Nuggets,221,142.37,31463.77
user_4371,2025-02-19,Germany,Spicy Strips,211,125.48,26476.28
user_806,2026-02-16,Japan,Hardcore Spicy Tenders,56,127.19,7122.64
user_4567,2026-08-30,Brazil,Spicy Strips,889,78.75,70008.75
user_2892,2026-03-13,UK,Soft Chicken Nuggets,935,5.9,5516.5
user_953,2026-11-24,France,Fried Wings,805,111.07,89411.35
user_1954,2025-09-02,France,Soft Chicken Nuggets,882,109.64,96702.48
user_849,2024-04-03,USA,Hardcore Spicy Tenders,484,7.62,3688.08
user_1971,2026-12-01,USA,Spicy Strips,673,115.93,78020.89
user_3357,2026-10-19,France,Grilled Tenders,245,125.95,30857.75
user_3991,2024-09-03,France,Spicy Strips,926,131.35,121630.1
user_114,2024-07-04,Germany,Soft Chicken Nuggets,159,198.75,31601.25
user_1507,2024-12-09,UK,Too Much Grilled Tenders,437,73.14,31962.18
user_2029,2026-06-23,Japan,Too Much Grilled Tenders,331,153.18,50702.58
user_4943,2024-09-20,Japan,Hardcore Spicy Tenders,159,133.93,21294.87
user_1962,2024-03-14,UK,Chicken Nuggets,530,141.67,75085.1
user_1279,2025-08-24,Germany,Grilled Tenders,737,41.86,30850.82
user_4623,2025-02-06,France,Chicken Nuggets,43,116.29,5000.47
user_2731,2026-10-14,USA,Hardcore Spicy Tenders,98,82.25,8060.5
user_1509,2024-09-22,India,Fried Wings,215,193.5,41602.5
user_4383,2025-05-03,UK,Hardcore Spicy Tenders,435,33.01,14359.35
user_3156,2026-09-08,Japan,Soft Chicken Nuggets,474,111.97,53073.78
user_3286,2024-05-13,Germany,Hardcore Spicy Tenders,516,3.33,1718.28
user_2605,2024-04-26,Japan,Hardcore Spicy Tenders,388,107.37,41659.56
user_3498,2025-05-07,USA,Chicken Nuggets,603,84.55,50983.65
user_3161,2026-06-18,India,Grilled Tenders,999,13.3,13286.7
user_980,2026-08-17,USA,Too Much Grilled Tenders,232,125.6,29139.2
user_4285,2026-04-26,Canada,Grilled Tenders,640,143.1,91584.0
user_947,2026-05-15,Brazil,Soft Chicken Nuggets,674,75.45,50853.3
user_2204,2025-11-13,Japan,Hardcore Spicy Tenders,615,150.71,92686.65
user_953,2024-06-11,USA,Chicken Nuggets,712,98.45,70096.4
user_337,2025-08-15,France,Spicy Strips,347,68.61,23807.67
user_115,2025-10-14,India,Too Much Grilled Tenders,231,33.98,7849.38
user_2294,2024-02-01,Brazil,Spicy Strips,231,180.07,41596.17
user_4972,2025-03-06,France,Grilled Tenders,888,110.75,98346.0
user_2881,2026-06-22,Brazil,Hardcore Spicy Tenders,932,199.43,185868.76
user_1853,2025-04-02,USA,Fried Wings,160,66.79,10686.4
user_3094,2024-01-13,Germany,Hardcore Spicy Tenders,493,110.64,54545.52
user_2876,2024-10-28,Germany,Grilled Tenders,173,119.61,20692.53
user_2791,2024-09-12,Germany,Hardcore Spicy Tenders,859,106.22,91242.98
user_2334,2025-03-28,Japan,Soft Chicken Nuggets,194,37.85,7342.9
user_2840,2025-03-24,India,Too Much Grilled Tenders,12,75.25,903.0
user_1573,2024-12-11,Canada,Spicy Strips,159,170.21,27063.39
user_2197,2024-08-19,USA,Too Much Grilled Tenders,342,68.97,23587.74
user_3403,2025-07-15,India,Chicken Nuggets,915,77.62,71022.3
user_663,2026-07-07,Japan,Too Much Grilled Tenders,844,82.39,69537.16
user_4206,2024-04-08,Canada,Soft Chicken Nuggets,166,106.94,17752.04
user_4983,2024-11-20,Germany,Grilled Tenders,393,92.32,36281.76
user_4478,2024-05-27,USA,Chicken Nuggets,911,165.72,150970.92
user_1004,2026-06-21,China,Soft Chicken Nuggets,527,91.51,48225.77
user_1337,2024-10-22,Canada,Too Much Grilled Tenders,348,174.76,60816.48
user_4363,2024-01-12,USA,Grilled Tenders,824,77.88,64173.12
user_1340,2025-09-27,China,Fried Wings,12,17.68,212.16
user_2245,2025-09-16,China,Spicy Strips,969,28.49,27606.81
user_3387,2026-05-20,China,Grilled Tenders,111,86.88,9643.68
user_4961,2026-06-01,Canada,Too Much Grilled Tenders,511,134.78,68872.58
user_3729,2026-04-16,Germany,Grilled Tenders,605,198.16,119886.8
user_585,2025-04-24,Germany,Too Much Grilled Tenders,848,151.16,128183.68
user_755,2026-01-07,UK,Spicy Strips,441,37.29,16444.89
user_107,2024-03-22,Japan,Hardcore Spicy Tenders,720,124.3,89496.0
user_4358,2025-11-16,Germany,Soft Chicken Nuggets,219,16.82,3683.58
user_444,2026-04-05,Brazil,Hardcore Spicy Tenders,967,165.56,160096.52
user_954,2025-07-01,Canada,Chicken Nuggets,216,82.13,17740.08
user_4636,2024-04-16,France,Soft Chicken Nuggets,55,69.86,3842.3
user_724,2026-07-12,China,Spicy Strips,738,70.22,51822.36
user_2205,2024-06-19,India,Fried Wings,654,83.52,54622.08
user_2594,2025-11-18,Brazil,Chicken Nuggets,459,63.7,29238.3
user_4800,2025-07-26,UK,Soft Chicken Nuggets,578,125.52,72550.56
user_4917,2026-01-13,USA,Spicy Strips,408,122.42,49947.36
user_2652,2024-01-20,UK,Grilled Tenders,870,10.91,9491.7
user_2368,2026-07-14,India,Chicken Nuggets,948,169.61,160790.28
user_2392,2025-10-22,Brazil,Hardcore Spicy Tenders,877,177.61,155763.97
user_439,2025-05-12,China,Spicy Strips,848,116.37,98681.76
user_1365,2026-11-13,Brazil,Hardcore Spicy Tenders,21,127.44,2676.24
user_1743,2026-08-27,China,Soft Chicken Nuggets,677,179.3,121386.1
user_2045,2026-01-20,France,Soft Chicken Nuggets,120,195.21,23425.2
user_3569,2026-01-03,Japan,Grilled Tenders,407,117.31,47745.17
user_3996,2024-01-16,USA,Grilled Tenders,650,124.08,80652.0
user_804,2026-09-14,UK,Chicken Nuggets,225,198.31,44619.75
user_2506,2024-01-21,Japan,Hardcore Spicy Tenders,320,181.39,58044.8
user_4765,2024-01-23,France,Hardcore Spicy Tenders,184,67.2,12364.8
user_4389,2025-12-31,Germany,Grilled Tenders,955,163.28,155932.4
user_3635,2025-04-05,France,Spicy Strips,482,95.62,46088.84
user_1834,2026-09-08,Canada,Too Much Grilled Tenders,163,145.94,23788.22
user_251,2026-01-07,Canada,Chicken Nuggets,764,74.19,56681.16
user_3185,2025-07-14,Japan,Chicken Nuggets,328,38.3,12562.4
user_1141,2025-07-21,Brazil,Spicy Strips,651,94.12,61272.12
user_1160,2025-12-22,India,Spicy Strips,456,176.8,80620.8
user_55,2025-03-18,Brazil,Spicy Strips,576,31.53,18161.28
user_4493,2025-04-09,India,Too Much Grilled Tenders,625,123.01,76881.25
user_2416,2025-03-15,USA,Soft Chicken Nuggets,632,105.51,66682.32
user_3023,2024-04-15,UK,Grilled Tenders,240,142.35,34164.0
user_2377,2026-11-01,Brazil,Hardcore Spicy Tenders,337,139.07,46866.59
user_1506,2026-07-03,India,Grilled Tenders,627,180.26,113023.02
user_3403,2024-10-25,Japan,Fried Wings,13,39.3,510.9
user_987,2025-06-27,Brazil,Spicy Strips,23,42.55,978.65
user_4989,2024-06-11,USA,Chicken Nuggets,180,137.3,24714.0
user_3269,2026-11-12,Japan,Too Much Grilled Tenders,498,110.22,54889.56
user_1303,2024-12-27,Brazil,Fried Wings,419,142.72,59799.68
user_270,2025-12-14,UK,Too Much Grilled Tenders,834,152.6,127268.4
user_2471,2026-05-31,Brazil,Grilled Tenders,600,79.63,47778.0
user_4204,2026-02-02,Canada,Spicy Strips,517,169.41,87584.97
user_4107,2026-05-11,Brazil,Fried Wings,158,63.18,9982.44
user_3140,2026-11-27,Brazil,Spicy Strips,826,193.51,159839.26
user_695,2024-07-08,Japan,Hardcore Spicy Tenders,272,100.09,27224.48
user_2157,2025-05-08,France,Spicy Strips,457,190.01,86834.57
user_4833,2026-02-27,Japan,Spicy Strips,772,173.84,134204.48
user_4565,2026-06-22,Germany,Soft Chicken Nuggets,875,41.62,36417.5
user_4002,2026-11-06,Canada,Hardcore Spicy Tenders,172,58.67,10091.24
user_985,2026-10-20,Brazil,Spicy Strips,517,74.93,38738.81
user_430,2025-08-07,Germany,Hardcore Spicy Tenders,271,167.31,45341.01
user_2592,2024-08-27,USA,Grilled Tenders,767,82.59,63346.53
user_2983,2026-02-24,Canada,Hardcore Spicy Tenders,312,65.29,20370.48
user_2750,2024-09-10,Brazil,Hardcore Spicy Tenders,755,38.21,28848.55
user_458,2026-03-14,Canada,Fried Wings,485,142.8,69258.0
user_2993,2024-07-07,Japan,Grilled Tenders,294,156.66,46058.04
user_2105,2026-10-22,Germany,Soft Chicken Nuggets,521,192.87,100485.27
user_4432,2026-02-26,China,Chicken Nuggets,902,9.25,8343.5
user_1000,2024-03-10,India,Too Much Grilled Tenders,170,144.1,24497.0
user_4486,2026-11-11,France,Hardcore Spicy Tenders,334,71.81,23984.54
user_2175,2026-05-27,Germany,Spicy Strips,863,8.4,7249.2
user_2057,2025-11-01,Japan,Soft Chicken Nuggets,883,81.38,71858.54
user_570,2024-06-10,USA,Grilled Tenders,4,198.34,793.36
user_560,2024-11-11,Germany,Spicy Strips,738,51.51,38014.38
user_90,2025-09-27,Germany,Hardcore Spicy Tenders,487,161.92,78855.04
user_1868,2025-02-28,USA,Hardcore Spicy Tenders,893,19.27,17208.11
user_2687,2025-09-15,Germany,Spicy Strips,383,47.24,18092.92
user_3511,2025-07-03,India,Chicken Nuggets,602,159.97,96301.94
user_1710,2026-03-06,UK,Too Much Grilled Tenders,977,140.49,137258.73
user_4717,2026-04-03,Brazil,Hardcore Spicy Tenders,403,179.72,72427.16
user_3481,2025-08-19,Canada,Too Much Grilled Tenders,862,9.63,8301.06
user_1127,2024-01-23,Canada,Soft Chicken Nuggets,930,199.38,185423.4
user_4074,2024-06-14,UK,Grilled Tenders,489,41.36,20225.04
user_4911,2026-12-19,USA,Soft Chicken Nuggets,471,49.68,23399.28
user_1883,2025-08-23,USA,Hardcore Spicy Tenders,306,69.4,21236.4
user_1116,2024-05-01,Brazil,Hardcore Spicy Tenders,903,70.47,63634.41
user_4965,2024-07-06,Germany,Chicken Nuggets,223,175.74,39190.02
user_2430,2026-02-26,UK,Chicken Nuggets,473,121.92,57668.16
user_94,2026-11-02,France,Spicy Strips,484,175.59,84985.56
user_2521,2025-11-04,China,Fried Wings,314,29.05,9121.7
user_210,2026-10-12,China,Grilled Tenders,193,10.15,1958.95
user_2127,2026-01-27,UK,Spicy Strips,532,163.1,86769.2
user_551,2025-10-29,Japan,Soft Chicken Nuggets,748,133.11,99566.28
user_3835,2024-01-17,Canada,Chicken Nuggets,934,14.37,13421.58
user_2636,2025-07-28,India,Hardcore Spicy Tenders,733,145.19,106424.27
user_3014,2024-01-15,Brazil,Spicy Strips,728,170.83,124364.24
user_1350,2024-07-27,China,Hardcore Spicy Tenders,229,158.37,36266.73
user_3166,2024-10-03,Germany,Hardcore Spicy Tenders,583,118.41,69033.03
user_2086,2026-04-07,Germany,Chicken Nuggets,80,53.73,4298.4
user_377,2024-05-09,France,Too Much Grilled Tenders,837,97.91,81950.67
user_2824,2026-11-08,Brazil,Too Much Grilled Tenders,628,152.63,95851.64
user_1592,2025-05-26,Japan,Grilled Tenders,851,198.15,168625.65
user_1056,2024-12-25,Canada,Spicy Strips,854,84.53,72188.62
user_1781,2026-07-26,Canada,Chicken Nuggets,317,151.48,48019.16
user_1213,2024-12-01,UK,Soft Chicken Nuggets,62,134.6,8345.2
user_3107,2024-11-07,UK,Fried Wings,53,157.16,8329.48
user_3553,2026-02-05,Canada,Too Much Grilled Tenders,386,178.3,68823.8
user_3776,2025-05-07,USA,Chicken Nuggets,127,152.5,19367.5
user_277,2024-08-08,Brazil,Chicken Nuggets,601,160.27,96322.27
user_3070,2026-04-09,France,Soft Chicken Nuggets,991,122.17,121070.47
user_3778,2026-12-13,Germany,Soft Chicken Nuggets,283,9.89,2798.87
user_3519,2025-12-21,China,Grilled Tenders,946,101.32,95848.72
user_615,2025-07-16,China,Fried Wings,23,187.47,4311.81
user_1616,2025-01-02,Japan,Hardcore Spicy Tenders,276,198.02,54653.52
user_1200,2024-10-27,China,Soft Chicken Nuggets,118,153.69,18135.42
user_3710,2025-02-25,Japan,Grilled Tenders,528,7.74,4086.72
user_1452,2025-08-03,Japan,Fried Wings,188,96.05,18057.4
user_2309,2024-11-28,Germany,Hardcore Spicy Tenders,452,191.71,86652.92
user_3255,2026-06-08,Brazil,Spicy Strips,137,193.3,26482.1
user_4434,2026-11-28,France,Spicy Strips,243,175.47,42639.21
user_4198,2024-07-25,UK,Hardcore Spicy Tenders,486,121.56,59078.16
user_4873,2026-07-19,India,Too Much Grilled Tenders,447,141.25,63138.75
user_1245,2024-04-05,Japan,Hardcore Spicy Tenders,922,159.28,146856.16
user_4306,2024-07-22,Japan,Fried Wings,684,41.7,28522.8
user_1817,2024-10-02,Japan,Spicy Strips,939,173.94,163329.66
user_727,2024-11-21,Brazil,Spicy Strips,575,156.01,89705.75
user_3708,2024-11-19,India,Chicken Nuggets,564,199.65,112602.6
user_1807,2026-03-12,Canada,Hardcore Spicy Tenders,693,13.54,9383.22
user_152,2026-09-07,India,Spicy Strips,756,18.28,13819.68
user_2287,2026-03-10,USA,Spicy Strips,366,168.45,61652.7
user_1671,2026-02-03,UK,Grilled Tenders,747,14.1,10532.7
user_2895,2025-06-13,UK,Hardcore Spicy Tenders,300,89.53,26859.0
user_4707,2024-12-25,Japan,Hardcore Spicy Tenders,377,100.42,37858.34
user_2323,2025-11-24,UK,Grilled Tenders,909,123.58,112334.22
user_3801,2026-07-22,China,Grilled Tenders,594,128.63,76406.22
user_2673,2026-05-22,France,Soft Chicken Nuggets,112,80.03,8963.36
user_1402,2025-12-19,USA,Spicy Strips,131,36.16,4736.96
user_1294,2026-11-11,France,Soft Chicken Nuggets,511,42.93,21937.23
user_4127,2025-02-04,France,Fried Wings,961,55.54,53373.94
user_1481,2024-02-02,Canada,Chicken Nuggets,349,147.15,51355.35
user_3016,2025-01-07,India,Soft Chicken Nuggets,976,151.4,147766.4
user_4810,2024-09-25,China,Too Much Grilled Tenders,487,120.36,58615.32
user_3742,2026-02-07,Germany,Hardcore Spicy Tenders,342,121.64,41600.88
user_2055,2024-07-02,China,Fried Wings,705,153.9,108499.5
user_3876,2025-02-04,Canada,Hardcore Spicy Tenders,581,22.97,13345.57
user_3143,2025-07-05,USA,Soft Chicken Nuggets,370,38.58,14274.6
user_1758,2024-03-28,Canada,Hardcore Spicy Tenders,714,195.78,139786.92
user_3559,2026-08-11,India,Hardcore Spicy Tenders,461,141.08,65037.88
user_639,2026-12-03,UK,Spicy Strips,401,67.61,27111.61
user_2263,2024-04-09,France,Fried Wings,588,172.15,101224.2
user_2265,2025-06-09,Brazil,Too Much Grilled Tenders,834,100.71,83992.14
user_3217,2026-01-27,Brazil,Hardcore Spicy Tenders,70,130.33,9123.1
user_4811,2026-01-17,Germany,Too Much Grilled Tenders,865,94.23,81508.95
user_1710,2026-10-16,USA,Spicy Strips,181,151.11,27350.91
user_4710,2024-03-30,UK,Spicy Strips,963,13.93,13414.59
user_227,2024-01-28,Canada,Hardcore Spicy Tenders,254,196.29,49857.66
user_898,2026-02-08,France,Spicy Strips,848,22.64,19198.72
user_1787,2025-04-06,USA,Hardcore Spicy Tenders,484,91.84,44450.56
user_4109,2025-08-28,Brazil,Hardcore Spicy Tenders,840,196.36,164942.4
user_3427,2026-08-20,USA,Chicken Nuggets,859,6.6,5669.4
user_746,2026-11-01,Brazil,Fried Wings,286,76.11,21767.46
user_1412,2026-07-02,China,Chicken Nuggets,736,193.85,142673.6
user_784,2026-12-26,Japan,Spicy Strips,512,192.1,98355.2
user_1717,2025-09-19,Canada,Fried Wings,743,113.51,84337.93
user_4495,2024-06-21,Canada,Too Much Grilled Tenders,679,178.14,120957.06
user_619,2026-06-15,India,Chicken Nuggets,45,145.53,6548.85
user_661,2025-09-11,Germany,Chicken Nuggets,70,170.48,11933.6
user_1758,2024-09-27,Canada,Hardcore Spicy Tenders,402,151.98,61095.96
user_1095,2024-01-31,Japan,Spicy Strips,54,6.33,341.82
user_3536,2026-01-23,USA,Grilled Tenders,85,48.25,4101.25
user_2595,2026-11-30,Germany,Grilled Tenders,125,49.03,6128.75
user_2640,2024-02-02,Japan,Soft Chicken Nuggets,206,34.26,7057.56
user_541,2024-07-24,UK,Fried Wings,321,62.05,19918.05
user_4542,2026-12-19,Brazil,Chicken Nuggets,964,16.65,16050.6
user_1107,2025-04-15,India,Too Much Grilled Tenders,746,195.02,145484.92
user_4045,2025-05-18,Japan,Fried Wings,701,135.13,94726.13
user_4065,2024-10-29,UK,Hardcore Spicy Tenders,518,60.88,31535.84
user_3560,2025-01-02,China,Fried Wings,494,192.03,94862.82
user_867,2026-03-16,Germany,Soft Chicken Nuggets,490,178.3,87367.0
user_1290,2024-08-12,Germany,Chicken Nuggets,145,12.53,1816.85
user_1852,2024-02-13,Brazil,Spicy Strips,508,104.6,53136.8
user_2948,2025-06-04,USA,Soft Chicken Nuggets,707,46.71,33023.97
user_2127,2024-12-15,Japan,Too Much Grilled Tenders,527,186.42,98243.34
user_3095,2026-12-18,UK,Soft Chicken Nuggets,446,7.04,3139.84
user_225,2026-12-12,Canada,Too Much Grilled Tenders,612,42.42,25961.04
user_1743,2026-01-13,India,Grilled Tenders,214,29.63,6340.82
user_1647,2026-11-04,UK,Spicy Strips,466,118.39,55169.74
user_1505,2026-09-01,UK,Fried Wings,848,54.56,46266.88
user_2769,2025-08-15,Germany,Too Much Grilled Tenders,445,121.94,54263.3
user_3845,2024-07-07,UK,Too Much Grilled Tenders,177,99.13,17546.01
user_851,2025-05-06,China,Too Much Grilled Tenders,677,59.09,40003.93
user_1057,2024-03-06,Brazil,Too Much Grilled Tenders,92,90.37,8314.04
user_2283,2025-01-06,India,Soft Chicken Nuggets,322,80.97,26072.34
user_4810,2024-08-30,China,Grilled Tenders,770,40.43,31131.1
user_439,2024-11-11,Germany,Fried Wings,64,120.31,7699.84
user_4855,2026-10-18,Japan,Fried Wings,62,164.14,10176.68
user_928,2026-04-01,India,Soft Chicken Nuggets,398,84.24,33527.52
user_1781,2025-02-18,UK,Hardcore Spicy Tenders,71,78.9,5601.9
user_4082,2026-09-17,India,Too Much Grilled Tenders,672,108.96,73221.12
user_825,2025-04-02,UK,Hardcore Spicy Tenders,792,7.54,5971.68
user_3555,2026-03-10,France,Too Much Grilled Tenders,814,183.87,149670.18
user_3716,2026-04-14,Canada,Soft Chicken Nuggets,952,185.25,176358.0
user_1444,2025-09-08,UK,Hardcore Spicy Tenders,761,37.78,28750.58
user_3677,2024-12-10,USA,Hardcore Spicy Tenders,898,192.55,172909.9
user_859,2024-12-16,USA,Grilled Tenders,286,61.41,17563.26
user_3084,2024-07-30,UK,Spicy Strips,863,14.97,12919.11
user_1796,2025-02-20,Brazil,Grilled Tenders,473,27.63,13068.99
user_4389,2024-08-11,UK,Hardcore Spicy Tenders,603,65.56,39532.68
user_4374,2026-09-08,UK,Hardcore Spicy Tenders,514,147.77,75953.78
user_634,2026-03-20,China,Soft Chicken Nuggets,164,71.52,11729.28
user_3859,2025-02-08,Canada,Fried Wings,580,21.33,12371.4
user_1666,2024-06-07,UK,Too Much Grilled Tenders,973,34.81,33870.13
user_4161,2025-12-22,India,Spicy Strips,130,28.21,3667.3
user_4185,2025-07-12,China,Fried Wings,262,50.98,13356.76
user_817,2024-03-06,France,Fried Wings,302,28.4,8576.8
user_4256,2026-09-13,Japan,Soft Chicken Nuggets,116,44.97,5216.52
user_1950,2025-10-25,China,Grilled Tenders,617,110.11,67937.87
user_3471,2024-05-21,Germany,Fried Wings,909,90.94,82664.46
user_292,2026-09-29,India,Fried Wings,345,126.86,43766.7
user_396,2024-06-26,China,Grilled Tenders,974,41.55,40469.7
user_1886,2025-06-14,UK,Too Much Grilled Tenders,887,167.5,148572.5
user_988,2026-03-21,USA,Fried Wings,164,137.88,22612.32
user_799,2025-08-27,Canada,Too Much Grilled Tenders,335,162.42,54410.7
user_3603,2025-03-26,Japan,Fried Wings,517,8.55,4420.35
user_503,2026-09-05,India,Spicy Strips,371,164.52,61036.92
user_3958,2024-11-20,France,Chicken Nuggets,716,180.54,129266.64
user_2899,2026-03-12,China,Hardcore Spicy Tenders,241,2.8,674.8
user_4838,2024-05-23,USA,Hardcore Spicy Tenders,83,41.18,3417.94
user_2373,2026-12-14,USA,Grilled Tenders,924,60.4,55809.6
user_3785,2026-06-02,Germany,Hardcore Spicy Tenders,647,179.72,116278.84
user_2466,2025-12-29,Japan,Too Much Grilled Tenders,190,9.61,1825.9
user_4656,2024-11-12,Germany,Hardcore Spicy Tenders,507,46.35,23499.45
user_217,2026-03-20,India,Fried Wings,710,81.58,57921.8
user_1100,2026-09-01,France,Fried Wings,37,132.67,4908.79
user_1583,2025-12-29,France,Too Much Grilled Tenders,394,149.51,58906.94
user_2518,2024-02-16,USA,Too Much Grilled Tenders,789,63.11,49793.79
user_1881,2026-11-18,China,Hardcore Spicy Tenders,88,102.18,8991.84
user_545,2025-10-23,USA,Soft Chicken Nuggets,566,141.89,80309.74
user_266,2025-01-01,UK,Grilled Tenders,184,108.93,20043.12
user_2624,2024-06-29,Canada,Spicy Strips,713,199.07,141936.91
user_1151,2024-03-04,France,Hardcore Spicy Tenders,727,88.61,64419.47
user_89,2026-04-22,Canada,Fried Wings,877,1.29,1131.33
user_193,2024-11-29,Brazil,Spicy Strips,278,192.29,53456.62
user_61,2025-10-11,Germany,Spicy Strips,90,93.07,8376.3
user_2093,2024-02-08,USA,Fried Wings,549,196.33,107785.17
user_2361,2024-01-06,Brazil,Hardcore Spicy Tenders,320,35.34,11308.8
user_1415,2024-12-29,Japan,Fried Wings,660,81.01,53466.6
user_873,2025-12-21,Brazil,Grilled Tenders,343,95.04,32598.72
user_877,2024-09-24,Japan,Too Much Grilled Tenders,862,13.82,11912.84
user_708,2026-10-12,Canada,Grilled Tenders,18,80.2,1443.6
user_2334,2025-09-29,Canada,Fried Wings,847,182.69,154738.43
user_3932,2024-10-19,China,Chicken Nuggets,123,72.82,8956.86
user_4852,2024-04-09,Japan,Fried Wings,470,22.62,10631.4
user_253,2025-09-01,China,Hardcore Spicy Tenders,570,72.72,41450.4
user_3874,2026-09-20,USA,Grilled Tenders,422,64.24,27109.28
user_2636,2026-01-18,Brazil,Too Much Grilled Tenders,788,1.91,1505.08
user_2755,2026-01-24,India,Chicken Nuggets,323,77.69,25093.87
user_738,2024-05-04,Japan,Soft Chicken Nuggets,431,192.67,83040.77
user_1095,2024-04-13,India,Hardcore Spicy Tenders,429,1.68,720.72
user_833,2024-05-06,China,Spicy Strips,828,140.8,116582.4
user_2099,2026-09-29,Japan,Soft Chicken Nuggets,246,121.89,29984.94
user_4335,2026-12-16,France,Grilled Tenders,331,31.13,10304.03
user_3860,2025-02-25,USA,Spicy Strips,977,49.25,48117.25
user_4740,2025-11-15,UK,Too Much Grilled Tenders,425,112.32,47736.0
user_2336,2026-05-08,Japan,Fried Wings,200,27.58,5516.0
user_2552,2026-08-10,Germany,Chicken Nuggets,139,16.4,2279.6
user_2688,2024-07-12,UK,Spicy Strips,959,193.66,185719.94
user_602,2024-05-26,China,Spicy Strips,886,147.64,130809.04
user_1322,2025-06-24,USA,Soft Chicken Nuggets,523,143.64,75123.72
user_1288,2025-03-06,UK,Spicy Strips,688,100.8,69350.4
user_3537,2024-05-31,China,Hardcore Spicy Tenders,821,135.97,111631.37
user_4224,2025-12-25,France,Hardcore Spicy Tenders,616,45.39,27960.24
user_429,2024-04-30,India,Hardcore Spicy Tenders,736,119.42,87893.12
user_2586,2026-06-30,Brazil,Too Much Grilled Tenders,813,1.72,1398.36
user_4945,2026-12-13,India,Fried Wings,412,108.52,44710.24
user_1893,2025-03-25,Japan,Fried Wings,163,69.12,11266.56
user_777,2024-03-27,USA,Soft Chicken Nuggets,869,182.07,158218.83
user_3589,2025-02-02,Brazil,Fried Wings,916,177.19,162306.04
user_926,2024-11-24,China,Soft Chicken Nuggets,350,53.47,18714.5
user_4458,2024-11-18,Brazil,Spicy Strips,132,32.55,4296.6
user_4561,2024-03-07,China,Hardcore Spicy Tenders,963,64.8,62402.4
user_3929,2024-02-04,USA,Hardcore Spicy Tenders,872,38.16,33275.52
user_14,2024-11-18,Germany,Hardcore Spicy Tenders,790,168.57,133170.3
