campaign_id,product
CAMP5,Soft Chicken Nuggets
CAMP811,Fried Wings
CAMP397,Fried Wings
CAMP970,Spicy Strips
CAMP754,Spicy Strips
CAMP528,Soft Chicken Nuggets
CAMP393,Chicken Nuggets
CAMP668,Spicy Strips
CAMP154,Chicken Nuggets
CAMP559,Grilled Tenders
CAMP144,Chicken Nuggets
CAMP491,Spicy Strips
CAMP438,Soft Chicken Nuggets
CAMP99,Hardcore Spicy Tenders
CAMP10,Chicken Nuggets
CAMP91,Chicken Nuggets
CAMP434,Chicken Nuggets
CAMP175,Soft Chicken Nuggets
CAMP471,Chicken Nuggets
CAMP130,Chicken Nuggets
CAMP582,Soft Chicken Nuggets
CAMP623,Chicken Nuggets
CAMP33,Hardcore Spicy Tenders
CAMP277,Spicy Strips
CAMP364,Soft Chicken Nuggets
CAMP449,Spicy Strips
CAMP760,Too Much Grilled Tenders
CAMP47,Hardcore Spicy Tenders
CAMP709,Spicy Strips
CAMP323,Chicken Nuggets
CAMP302,Grilled Tenders
CAMP241,Fried Wings
CAMP813,Too Much Grilled Tenders
CAMP880,Fried Wings
CAMP128,Spicy Strips
CAMP55,Too Much Grilled Tenders
CAMP176,Soft Chicken Nuggets
CAMP849,Soft Chicken Nuggets
CAMP37,Hardcore Spicy Tenders
CAMP787,Soft Chicken Nuggets
CAMP763,Spicy Strips
CAMP569,Too Much Grilled Tenders
CAMP319,Too Much Grilled Tenders
CAMP686,Chicken Nuggets
CAMP424,Chicken Nuggets
CAMP284,Fried Wings
CAMP287,Too Much Grilled Tenders
CAMP238,Too Much Grilled Tenders
CAMP396,Spicy Strips
CAMP736,Chicken Nuggets
CAMP829,Hardcore Spicy Tenders
CAMP677,Spicy Strips
CAMP707,Grilled Tenders
CAMP332,Fried Wings
CAMP484,Spicy Strips
CAMP403,Fried Wings
CAMP282,Chicken Nuggets
CAMP150,Fried Wings
CAMP903,Fried Wings
CAMP904,Soft Chicken Nuggets
CAMP372,Grilled Tenders
CAMP674,Chicken Nuggets
CAMP724,Grilled Tenders
CAMP107,Soft Chicken Nuggets
CAMP620,Chicken Nuggets
CAMP297,Too Much Grilled Tenders
CAMP962,Hardcore Spicy Tenders
CAMP490,Hardcore Spicy Tenders
CAMP389,Soft Chicken Nuggets
CAMP365,Fried Wings
CAMP957,Fried Wings
CAMP434,Fried Wings
CAMP638,Fried Wings
CAMP25,Grilled Tenders
CAMP535,Soft Chicken Nuggets
CAMP800,Hardcore Spicy Tenders
CAMP343,Chicken Nuggets
CAMP647,Fried Wings
CAMP656,Spicy Strips
CAMP27,Fried Wings
CAMP656,Chicken Nuggets
CAMP476,Grilled Tenders
CAMP902,Fried Wings
CAMP786,Too Much Grilled Tenders
CAMP426,Too Much Grilled Tenders
CAMP229,Hardcore Spicy Tenders
CAMP307,Spicy Strips
CAMP852,Soft Chicken Nuggets
CAMP988,Too Much Grilled Tenders
CAMP817,Spicy Strips
CAMP122,Grilled Tenders
CAMP761,Chicken Nuggets
CAMP725,Spicy Strips
CAMP315,Too Much Grilled Tenders
CAMP934,Spicy Strips
CAMP83,Too Much Grilled Tenders
CAMP163,Chicken Nuggets
CAMP391,Chicken Nuggets
CAMP784,Soft Chicken Nuggets
CAMP508,Spicy Strips
CAMP405,Grilled Tenders
CAMP307,Hardcore Spicy Tenders
CAMP461,Grilled Tenders
CAMP880,Fried Wings
CAMP920,Grilled Tenders
CAMP616,Chicken Nuggets
CAMP54,Soft Chicken Nuggets
CAMP65,Hardcore Spicy Tenders
CAMP446,Fried Wings
CAMP738,Too Much Grilled Tenders
CAMP912,Soft Chicken Nuggets
CAMP28,Chicken Nuggets
CAMP740,Hardcore Spicy Tenders
CAMP46,Too Much Grilled Tenders
CAMP953,Hardcore Spicy Tenders
CAMP619,Grilled Tenders
CAMP941,Too Much Grilled Tenders
CAMP815,Chicken Nuggets
CAMP438,Hardcore Spicy Tenders
CAMP858,Soft Chicken Nuggets
CAMP157,Spicy Strips
CAMP380,Grilled Tenders
CAMP912,Soft Chicken Nuggets
CAMP839,Soft Chicken Nuggets
CAMP446,Spicy Strips
CAMP252,Soft Chicken Nuggets
CAMP86,Fried Wings
CAMP719,Spicy Strips
CAMP119,Hardcore Spicy Tenders
CAMP569,Spicy Strips
CAMP400,Soft Chicken Nuggets
CAMP742,Too Much Grilled Tenders
CAMP835,Fried Wings
CAMP61,Hardcore Spicy Tenders
CAMP794,Soft Chicken Nuggets
CAMP830,Chicken Nuggets
CAMP143,Fried Wings
CAMP969,Chicken Nuggets
CAMP684,Too Much Grilled Tenders
CAMP181,Soft Chicken Nuggets
CAMP565,Spicy Strips
CAMP500,Soft Chicken Nuggets
CAMP78,Too Much Grilled Tenders
CAMP410,Spicy Strips
CAMP307,Too Much Grilled Tenders
CAMP889,Grilled Tenders
CAMP146,Chicken Nuggets
CAMP299,Chicken Nuggets
CAMP389,Spicy Strips
CAMP73,Grilled Tenders
CAMP599,Hardcore Spicy Tenders
CAMP290,Fried Wings
CAMP276,Hardcore Spicy Tenders
CAMP860,Too Much Grilled Tenders
CAMP595,Hardcore Spicy Tenders
CAMP180,Too Much Grilled Tenders
CAMP748,Hardcore Spicy Tenders
CAMP983,Hardcore Spicy Tenders
CAMP441,Grilled Tenders
CAMP411,Hardcore Spicy Tenders
CAMP13,Spicy Strips
